# Constructed from biom file
#OTU ID	SRR10484371-taxa	SRR10484376-taxa	SRR10484377-taxa	SRR10484382-taxa	SRR10484388-taxa	SRR10484393-taxa	SRR10484399-taxa	SRR10484404-taxa	SRR10484410-taxa	SRR10484415-taxa	SRR10484421-taxa	SRR10484426-taxa	SRR10484431-taxa	SRR10484432-taxa	SRR10484437-taxa	SRR10484443-taxa	SRR10484448-taxa	SRR10484454-taxa	SRR10484459-taxa	Consensus Lineage
1843491	26.0	49.0	5.0	6.0	12.0	20.0	0.0	0.0	0.0	16.0	3.0	20.0	0.0	8.0	36.0	21.0	6.0	5.0	4.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__; s__
970	235.0	107.0	375.0	336.0	131.0	147.0	28.0	147.0	71.0	256.0	124.0	284.0	181.0	37572.0	38.0	505.0	331.0	47.0	245.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__
971	599.0	234.0	631.0	1079.0	200.0	395.0	129.0	273.0	413.0	586.0	429.0	221.0	398.0	286.0	305.0	1087.0	388.0	81.0	699.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__ruminantium
69823	409.0	159.0	502.0	655.0	45.0	229.0	62.0	116.0	198.0	393.0	305.0	160.0	103.0	263.0	105.0	596.0	587.0	72.0	444.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sputigena
712528	226.0	214.0	269.0	496.0	44.0	112.0	52.0	114.0	146.0	249.0	165.0	156.0	69.0	3243.0	45.0	365.0	460.0	37.0	149.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral taxon 126
1884263	115.0	41.0	200.0	287.0	12.0	145.0	14.0	61.0	89.0	129.0	200.0	64.0	62.0	2196.0	1.0	202.0	157.0	16.0	171.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral taxon 920
713030	63.0	63.0	82.0	160.0	13.0	30.0	3.0	10.0	22.0	63.0	35.0	188.0	49.0	59282.0	2.0	121.0	57.0	13.0	37.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral taxon 136
712538	29.0	39.0	96.0	119.0	19.0	21.0	6.0	19.0	26.0	58.0	39.0	154.0	75.0	68105.0	39.0	136.0	87.0	7.0	58.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral taxon 478
158847	845.0	270.0	201.0	435.0	111.0	6575.0	56.0	91.0	127.0	4773.0	298.0	214.0	179.0	525.0	19431.0	221.0	273.0	352.0	565.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Megamonas; s__hypermegale
365348	129.0	63.0	51.0	63.0	25.0	32.0	11.0	25.0	23.0	54.0	115.0	71.0	30.0	23.0	58.0	62.0	21.0	8.0	124.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Sporomusaceae; g__Pelosinus; s__
484770	246.0	223.0	159.0	72.0	129.0	83.0	14.0	62.0	43.0	75.0	84.0	128.0	69.0	121.0	103.0	76.0	47.0	49.0	146.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Sporomusaceae; g__Pelosinus; s__sp. UFO1
365349	190.0	267.0	147.0	185.0	98.0	89.0	9.0	28.0	32.0	173.0	83.0	201.0	105.0	217.0	134.0	126.0	65.0	54.0	208.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Sporomusaceae; g__Pelosinus; s__fermentans
904	830.0	3885.0	338.0	709.0	808.0	158.0	2.0	11.0	8.0	581.0	133.0	945.0	3653.0	311.0	309.0	8.0	5.0	187.0	592.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__
905	1000.0	1577.0	742.0	1639.0	494.0	312.0	70.0	300.0	235.0	550.0	328.0	675.0	943.0	286.0	592.0	987.0	468.0	176.0	886.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__fermentans
187327	914.0	1708248.0	351.0	103184.0	446720.0	597.0	134.0	629.0	665.0	122154.0	3136.0	933.0	2676640.0	9747.0	95571.0	1801.0	279.0	4719.0	1632.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__intestini
1737404	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	2.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__; f__; g__; s__
1737405	1.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__; g__; s__
1570339	39.0	1.0	12.0	30.0	3.0	6.0	7.0	5.0	10.0	8.0	10.0	1.0	1.0	0.0	0.0	15.0	10.0	1.0	36.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__; s__
1852373	1414.0	104.0	534.0	636.0	333.0	323.0	208.0	369.0	286.0	533.0	1089.0	232.0	15.0	18.0	9.0	573.0	1176.0	75.0	445.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Murdochiella; s__vaginalis
1912856	610.0	17.0	165.0	297.0	52.0	100.0	66.0	50.0	39.0	84.0	77.0	2.0	8.0	2.0	11.0	209.0	71.0	15.0	290.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus; s__sp. ING2-D1G
1260	344.0	60.0	284.0	265.0	105.0	175.0	30.0	85.0	125.0	95.0	273.0	67.0	24.0	49.0	5.0	242.0	128.0	31.0	355.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Finegoldia; s__magna
33033	232.0	70.0	125.0	188.0	33.0	115.0	24.0	52.0	192.0	115.0	202.0	436.0	203.0	44.0	10.0	156.0	133.0	148.0	229.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Parvimonas; s__micra
165779	21.0	2.0	26.0	47.0	3.0	5.0	1.0	2.0	3.0	16.0	8.0	3.0	0.0	0.0	6.0	6.0	15.0	1.0	6.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__
33034	133.0	4.0	68.0	95.0	20.0	38.0	18.0	31.0	37.0	27.0	73.0	0.0	7.0	3.0	0.0	84.0	40.0	2.0	202.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__prevotii
1870984	71.0	9.0	79.0	55.0	15.0	41.0	7.0	16.0	26.0	32.0	12.0	10.0	1.0	31.0	5.0	38.0	17.0	17.0	62.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__mediterraneensis
1556	167.0	7.0	165.0	81.0	37.0	58.0	9.0	20.0	31.0	20.0	42.0	2.0	1.0	17.0	12.0	54.0	40.0	9.0	161.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Gottschalkiaceae; g__Gottschalkia; s__acidurici
45497	102.0	4.0	67.0	125.0	14.0	20.0	19.0	13.0	16.0	29.0	28.0	1.0	8.0	8.0	0.0	54.0	27.0	2.0	39.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Tissierellaceae; g__; s__[Clostridium] ultunense
1852374	104.0	18.0	61.0	23.0	12.0	26.0	14.0	17.0	16.0	30.0	50.0	13.0	11.0	41.0	6.0	46.0	24.0	8.0	83.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Tissierellaceae; g__Ezakiella; s__massiliensis
243899	175.0	119.0	50.0	138.0	47.0	43.0	18.0	26.0	29.0	67.0	87.0	64.0	27.0	13.0	0.0	66.0	52.0	23.0	177.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Tissierellaceae; g__Ndongobacter; s__endosymbiont 'TC1' of Trimyema compressum
1871025	131.0	8.0	184.0	277.0	25.0	80.0	29.0	35.0	66.0	198.0	101.0	26.0	11.0	25.0	1.0	120.0	105.0	19.0	258.0	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Tissierellaceae; g__Ndongobacter; s__massiliensis
1555112	143.0	10.0	122.0	158.0	33.0	73.0	35.0	92.0	45.0	169.0	94.0	10.0	4.0	0.0	1.0	119.0	183.0	14.0	84.0	k__Bacteria; p__Firmicutes; c__Limnochordia; o__Limnochordales; f__Limnochordaceae; g__Limnochorda; s__pilosa
201174	349.0	149.0	446.0	668.0	108.0	231.0	61.0	148.0	234.0	327.0	240.0	123.0	52.0	27.0	171.0	294.0	590.0	43.0	340.0	k__Bacteria; p__Actinobacteria; c__; o__; f__; g__; s__
1760	1903.0	753.0	2688.0	2808.0	824.0	1213.0	659.0	1226.0	1152.0	1736.0	1421.0	1115.0	331.0	363.0	1344.0	1903.0	3940.0	291.0	1596.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__; g__; s__
31953	57.0	28.0	9.0	9.0	161.0	71.0	10.0	72.0	4.0	17.0	14.0	18.0	0.0	4.0	1.0	17.0	140.0	4.0	52.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__; s__
1678	8515.0	148.0	1135.0	2115.0	37912.0	10181.0	1990.0	9387.0	1018.0	2869.0	6446.0	524.0	476.0	77.0	133.0	4004.0	16376.0	967.0	19786.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
216816	55672.0	596.0	2308.0	1739.0	125359.0	18233.0	8505.0	21422.0	3237.0	8405.0	13836.0	1123.0	1248.0	131.0	331.0	26595.0	75275.0	2338.0	30207.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__longum
1680	34799.0	390.0	8174.0	29189.0	4301.0	169701.0	15968.0	93544.0	655.0	20745.0	2633.0	2976.0	1501.0	121.0	422.0	1141.0	94795.0	9867.0	2473.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__adolescentis
1685	7529.0	80.0	1580.0	1167.0	7453.0	1949.0	1034.0	1631.0	1784.0	1695.0	3516.0	68.0	110.0	26.0	39.0	3858.0	4189.0	204.0	13373.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__breve
1686	1383.0	21.0	309.0	299.0	21718.0	2579.0	774.0	1398.0	296.0	486.0	10169.0	102.0	239.0	6.0	24.0	521.0	1660.0	487.0	6165.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__catenulatum
28026	1282.0	101.0	329.0	580.0	34574.0	936.0	298.0	10438.0	533.0	3607.0	1131.0	70.0	830.0	56.0	79.0	2678.0	17358.0	375.0	86901.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__pseudocatenulatum
630129	936.0	32.0	311.0	509.0	14470.0	1678.0	301.0	2062.0	219.0	787.0	2859.0	57.0	105.0	10.0	28.0	688.0	4783.0	267.0	13980.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__kashiwanohense
1683	721.0	172.0	659.0	1372.0	1481.0	719.0	390.0	476.0	71.0	442.0	278.0	42.0	146.0	30.0	12.0	302.0	928.0	518.0	1237.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__angulatum
1681	611.0	544.0	1399.0	977.0	2740.0	590.0	179.0	928.0	301.0	332.0	449.0	54.0	41.0	516.0	8.0	911.0	1221.0	185.0	1002.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__bifidum
158787	231.0	19.0	180.0	345.0	2661.0	145.0	32.0	91.0	88.0	138.0	104.0	12.0	44.0	18.0	6.0	152.0	261.0	23.0	201.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__scardovii
33905	176.0	13.0	118.0	178.0	558.0	243.0	54.0	220.0	54.0	138.0	75.0	12.0	19.0	5.0	0.0	98.0	296.0	21.0	174.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__thermophilum
28025	112.0	58.0	148.0	402.0	578.0	82.0	29.0	91.0	65.0	135.0	207.0	68.0	3.0	17.0	162.0	147.0	231.0	20.0	159.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__animalis
1689	90.0	23.0	130.0	167.0	870.0	314.0	38.0	273.0	35.0	98.0	113.0	24.0	8.0	27.0	0.0	63.0	362.0	23.0	568.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__dentium
1684	53.0	7.0	91.0	83.0	210.0	25.0	17.0	36.0	66.0	45.0	46.0	30.0	3.0	14.0	4.0	79.0	42.0	9.0	67.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__asteroides
1694	43.0	5.0	167.0	356.0	987.0	91.0	9.0	38.0	19.0	89.0	76.0	18.0	18.0	1.0	0.0	78.0	294.0	5.0	171.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__pseudolongum
35760	40.0	33.0	143.0	151.0	868.0	63.0	7.0	58.0	19.0	71.0	65.0	43.0	5.0	5.0	55.0	71.0	101.0	11.0	84.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__choerinum
1687	14.0	0.0	16.0	24.0	14.0	3.0	3.0	2.0	0.0	5.0	8.0	1.0	1.0	0.0	1.0	4.0	20.0	2.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__coryneforme
1691	14.0	4.0	10.0	32.0	18.0	9.0	4.0	16.0	1.0	9.0	3.0	0.0	1.0	0.0	0.0	15.0	28.0	0.0	7.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__indicum
638619	14.0	3.0	60.0	70.0	226.0	83.0	15.0	40.0	19.0	45.0	30.0	1.0	1.0	1.0	2.0	67.0	147.0	7.0	58.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__actinocoloniiforme
2702	87.0	54.0	65.0	28.0	36.0	39.0	9.0	23.0	22.0	41.0	29.0	40.0	7.0	12.0	0.0	151.0	31.0	6.0	134.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__vaginalis
78258	63.0	96.0	84.0	64.0	100.0	51.0	2.0	50.0	31.0	48.0	59.0	41.0	2.0	1809.0	46.0	91.0	43.0	38.0	57.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Parascardovia; s__denticolens
78259	27.0	12.0	31.0	27.0	21.0	17.0	8.0	10.0	28.0	13.0	11.0	9.0	2.0	10.0	2.0	34.0	42.0	20.0	53.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Scardovia; s__inopinata
85006	94.0	153.0	269.0	267.0	29.0	81.0	9.0	64.0	103.0	151.0	103.0	172.0	45.0	29.0	122.0	145.0	380.0	46.0	108.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__
1268	44.0	68.0	96.0	123.0	12.0	56.0	9.0	62.0	29.0	42.0	56.0	222.0	45.0	19.0	413.0	68.0	67.0	27.0	40.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__; s__
32207	4.0	1.0	3.0	18.0	2.0	0.0	0.0	4.0	5.0	4.0	3.0	1.0	19.0	2.0	0.0	8.0	6.0	4.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__
43675	923.0	2247.0	412.0	20745.0	238.0	477.0	104.0	2081.0	238.0	710.0	352.0	750.0	17226.0	800.0	24.0	343.0	227.0	1214.0	1181.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__mucilaginosa
2047	123.0	124.0	65.0	1069.0	11.0	35.0	6.0	45.0	16.0	30.0	23.0	96.0	251.0	62.0	0.0	8.0	101.0	60.0	37.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__dentocariosa
1663	47.0	13.0	96.0	120.0	21.0	74.0	14.0	57.0	67.0	89.0	102.0	24.0	8.0	23.0	2.0	69.0	112.0	14.0	127.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__
656366	84.0	47.0	153.0	100.0	10.0	51.0	30.0	55.0	72.0	82.0	62.0	39.0	25.0	43.0	5.0	70.0	126.0	15.0	66.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__alpinus
2020486	65.0	0.0	31.0	44.0	33.0	36.0	6.0	88.0	11.0	16.0	57.0	2.0	18.0	17.0	6.0	76.0	28.0	4.0	30.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. YN
1618207	57.0	1.0	21.0	42.0	11.0	9.0	40.0	9.0	11.0	17.0	10.0	1.0	0.0	1.0	0.0	16.0	36.0	1.0	7.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. IHBB 11108
37928	52.0	32.0	48.0	67.0	6.0	56.0	25.0	50.0	36.0	62.0	72.0	43.0	10.0	14.0	88.0	61.0	221.0	6.0	57.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__crystallopoietes
2211210	31.0	34.0	58.0	60.0	6.0	41.0	4.0	39.0	77.0	39.0	27.0	142.0	13.0	7.0	321.0	36.0	58.0	27.0	33.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. DCT5
1849032	23.0	32.0	29.0	56.0	15.0	19.0	4.0	12.0	14.0	13.0	20.0	79.0	10.0	6.0	167.0	18.0	8.0	13.0	58.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. U41
1704044	22.0	5.0	41.0	63.0	22.0	55.0	4.0	36.0	23.0	26.0	19.0	3.0	5.0	6.0	1.0	47.0	65.0	4.0	9.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. ERGS1:01
1357915	20.0	47.0	92.0	43.0	9.0	27.0	2.0	3.0	9.0	18.0	7.0	112.0	15.0	12.0	327.0	20.0	10.0	18.0	33.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. QXT-31
2079227	18.0	3.0	45.0	18.0	22.0	13.0	1.0	25.0	12.0	14.0	15.0	1.0	5.0	23.0	0.0	46.0	78.0	9.0	11.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. PGP41
1494608	13.0	25.0	29.0	40.0	5.0	23.0	7.0	5.0	5.0	46.0	20.0	54.0	1.0	2.0	271.0	40.0	14.0	8.0	38.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. PAMC 25486
290399	12.0	31.0	40.0	147.0	8.0	15.0	5.0	14.0	47.0	15.0	22.0	15.0	3.0	1.0	14.0	62.0	33.0	1.0	37.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. FB24
1652545	12.0	1.0	3.0	5.0	1.0	1.0	1.0	6.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	5.0	0.0	2.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. YC-RL1
1771959	11.0	4.0	18.0	155.0	0.0	3.0	2.0	3.0	14.0	6.0	9.0	15.0	0.0	0.0	0.0	2.0	22.0	0.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. ATCC 21022
1690248	8.0	1.0	5.0	92.0	2.0	0.0	0.0	4.0	13.0	5.0	3.0	4.0	1.0	2.0	0.0	7.0	3.0	0.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. LS16
1806905	5.0	0.0	7.0	10.0	0.0	12.0	1.0	0.0	1.0	16.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. ZXY-2
1118963	2.0	33.0	10.0	8.0	0.0	0.0	3.0	1.0	0.0	12.0	1.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. Rue61a
1742993	2.0	0.0	7.0	7.0	0.0	6.0	0.0	2.0	2.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__
121292	63.0	3.0	28.0	60.0	2.0	47.0	10.0	22.0	21.0	25.0	57.0	10.0	8.0	14.0	10.0	70.0	38.0	9.0	44.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sulfonivorans
728066	49.0	6.0	9.0	49.0	39.0	6.0	17.0	61.0	11.0	16.0	41.0	5.0	2.0	6.0	3.0	18.0	13.0	4.0	30.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__equi
85085	38.0	4.0	22.0	20.0	2.0	17.0	2.0	19.0	14.0	28.0	9.0	12.0	4.0	1.0	11.0	41.0	24.0	1.0	11.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__chlorophenolicus
361575	35.0	18.0	28.0	54.0	9.0	34.0	4.0	26.0	55.0	54.0	76.0	19.0	0.0	29.0	28.0	20.0	103.0	4.0	37.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__phenanthrenivorans
57493	42.0	2.0	50.0	59.0	23.0	26.0	6.0	12.0	14.0	31.0	37.0	32.0	5.0	6.0	29.0	41.0	32.0	3.0	67.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__
388357	33.0	4.0	32.0	45.0	17.0	12.0	6.0	13.0	13.0	42.0	20.0	4.0	5.0	4.0	1.0	27.0	13.0	5.0	48.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__turfanensis
446860	25.0	9.0	40.0	46.0	4.0	10.0	0.0	5.0	6.0	16.0	18.0	31.0	6.0	13.0	20.0	14.0	37.0	5.0	13.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__flava
71999	15.0	5.0	50.0	47.0	16.0	25.0	3.0	16.0	21.0	21.0	14.0	12.0	5.0	6.0	0.0	30.0	26.0	8.0	20.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__palustris
1702043	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__sp. BT304
256701	52.0	20.0	41.0	69.0	13.0	36.0	5.0	12.0	53.0	33.0	55.0	74.0	20.0	24.0	103.0	48.0	104.0	6.0	102.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__arilaitensis
1270	28.0	2.0	52.0	43.0	30.0	37.0	2.0	28.0	12.0	47.0	18.0	12.0	6.0	5.0	10.0	40.0	43.0	7.0	57.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__luteus
556325	22.0	3.0	49.0	64.0	12.0	14.0	5.0	10.0	3.0	34.0	47.0	12.0	9.0	13.0	2.0	27.0	56.0	3.0	23.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Neomicrococcus; s__aestuarii
37927	21.0	4.0	49.0	72.0	2.0	22.0	5.0	33.0	31.0	24.0	21.0	12.0	11.0	27.0	3.0	34.0	55.0	8.0	21.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Sinomonas; s__atrocyanea
2058657	10.0	2.0	6.0	6.0	0.0	4.0	1.0	16.0	0.0	12.0	7.0	5.0	3.0	3.0	0.0	11.0	3.0	1.0	7.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Zhihengliuella; s__sp. ISTPL4
